1,10,65,3,73,33,82,88,37,32,25,95,52,87,32,11,36,15,94,38,84,40,99,82,71,95,30,46,37,25,86,28,19,41,49,38,43,69,60,63,98,85,68,3,86,99,61,62,81,17,46,26,80,82,15,43,74,92,22,61,77,78,3,98,19,71,84,15,100,99,37,8,90,4,35,82,56,79,35,34,86,64,26,81,13,62,71,64,2,57,79,69,95,63,99,44,37,65,62,77
16,79,23,19,7,93,95,73,65,66,69,99,87,64,38,75,52,58,37,41,9,3,91,30,44,19,34,61,23,85,6,76,57,13,12,72,30,17,8,21,79,43,97,5,79,95,62,3,92,75,51,68,56,11,6,87,84,76,41,44,69,37,24,88,17,36,8,95,74,55,37,3,41,36,54,55,20,100,45,27,45,77,66,74,60,75,99,71,12,9,73,43,38,62,60,75,71,11,98,67
96,28,28,69,36,56,94,63,61,63,11,90,14,82,87,11,81,83,12,42,2,29,71,53,15,9,75,64,83,32,77,57,9,86,4,23,75,44,5,25,30,75,5,21,45,12,53,71,27,97,16,39,11,54,12,48,6,86,66,71,56,72,70,9,91,12,4,92,39,59,53,60,50,36,5,54,20,58,40,83,34,94,75,23,32,14,51,96,22,86,93,30,9,29,29,72,36,88,51,63
42,64,67,10,2,70,17,53,46,11,58,36,18,35,4,19,39,45,61,86,13,71,51,77,35,93,8,73,95,57,91,33,90,98,63,72,73,17,38,16,33,86,10,69,72,20,83,29,94,6,19,74,92,21,94,15,25,49,50,85,47,14,93,25,70,18,5,80,44,32,18,35,43,14,12,64,26,3,95,22,42,40,11,67,38,96,26,59,4,18,54,68,18,19,17,97,71,39,75,10
14,35,64,94,59,75,26,76,74,19,72,87,39,62,3,41,65,15,86,20,22,51,81,31,40,4,24,51,86,14,65,33,60,16,32,16,88,32,28,94,29,43,24,30,81,46,27,22,32,39,32,2,92,49,38,96,71,51,12,22,93,82,30,61,94,46,38,11,21,97,71,24,76,18,8,61,61,19,96,29,4,61,88,94,21,84,69,3,73,95,12,1,31,10,42,56,56,68,60,52
37,7,72,83,87,56,85,97,77,98,13,27,16,25,86,2,44,35,54,81,96,1,73,62,45,1,39,26,24,62,93,81,5,24,96,88,37,21,51,95,9,46,77,8,12,59,3,92,50,95,27,77,1,86,67,44,13,87,66,74,29,45,25,67,72,92,99,51,78,92,93,90,23,89,19,19,79,10,10,27,19,39,1,68,83,49,20,42,88,41,29,50,91,56,98,95,9,53,79,13
47,8,70,36,41,19,48,94,42,90,8,63,12,37,29,36,18,21,86,99,85,96,34,43,47,11,16,92,47,9,31,69,55,88,74,9,72,48,38,31,73,52,38,2,64,97,17,76,76,85,57,83,42,75,82,77,69,61,40,38,85,57,86,55,54,94,81,74,54,68,43,84,45,32,45,77,69,88,51,18,17,52,69,41,6,94,95,36,71,33,69,88,31,77,72,38,69,11,80,93
2,27,34,27,6,28,97,29,86,26,92,77,95,62,88,54,96,61,23,87,43,52,92,16,95,50,94,86,6,51,86,57,72,70,9,79,36,16,74,23,97,8,57,98,62,13,40,25,41,59,86,99,90,46,42,78,27,23,70,75,4,6,19,13,36,68,82,5,11,91,48,83,70,9,15,92,18,28,66,57,34,71,51,9,56,91,79,14,75,77,91,58,12,41,73,42,5,71,62,1
47,90,82,66,11,71,34,85,98,35,66,22,68,88,82,43,100,79,21,95,75,39,29,47,77,32,49,1,90,9,28,29,64,29,59,84,55,55,52,26,28,13,24,21,20,99,1,56,92,21,21,57,81,70,1,37,10,14,87,73,71,39,83,70,62,96,90,56,66,50,26,25,12,26,46,94,70,97,40,4,94,11,3,64,59,58,6,36,10,78,62,42,1,42,82,95,6,74,50,37
89,46,73,81,31,56,62,36,21,50,39,44,38,20,90,34,76,58,22,53,77,46,32,49,97,89,37,79,59,69,95,65,49,83,66,54,58,61,35,72,42,100,77,56,39,53,85,50,16,88,74,28,40,73,55,81,17,12,9,36,99,22,95,21,21,41,23,64,7,6,22,42,57,84,84,85,47,18,91,84,8,24,11,21,8,83,92,99,73,45,52,63,9,10,47,51,43,20,64,59
48,89,93,47,51,20,81,58,78,60,58,21,52,11,8,8,45,65,74,38,36,74,4,26,42,51,60,21,74,41,57,44,14,24,31,77,70,53,90,88,43,85,71,76,56,29,61,99,52,33,97,10,90,19,4,1,76,74,36,89,51,73,83,36,51,51,86,19,34,96,9,90,21,45,17,68,66,32,27,58,100,79,34,16,32,14,99,53,23,68,14,69,87,3,85,15,70,76,90,74
73,60,20,64,55,93,88,43,32,99,67,61,12,88,19,36,43,42,26,29,32,73,64,22,58,75,79,25,91,27,71,1,53,38,77,84,70,15,89,96,69,94,46,47,28,22,13,13,2,63,34,75,98,61,49,77,62,82,35,73,27,35,85,80,1,100,13,14,17,71,44,55,21,85,73,56,86,5,62,69,53,64,16,76,88,67,44,36,40,36,100,40,69,45,28,28,74,12,88,76
94,13,98,32,55,31,10,36,72,69,81,18,64,52,81,35,100,74,63,90,48,60,58,26,79,18,68,69,67,27,39,16,34,79,47,86,52,95,56,1,54,65,40,78,30,81,23,93,28,9,2,62,67,96,35,55,96,42,59,56,86,61,51,4,29,54,19,14,74,91,52,40,96,93,76,24,86,83,58,32,71,7,38,9,9,47,53,72,80,30,31,90,3,51,30,56,87,34,52,37
29,17,70,93,77,90,59,73,19,92,36,60,100,100,85,59,62,94,8,34,4
